LINENAME,LINENUMBER,CDP,CDP_TRACE,CDP_X,CDP_Y,CDP_LON,CDP_LAT
OA16ESP00017A082,17,8204004,2001,632672.76,6641981.44,-0.6305947336018315,59.89201197600956
OA16ESP00017A082,17,8204104,2101,633922.12,6641960.96,-0.608301287678722,59.891425129414735
OA16ESP00017A082,17,8204204,2201,635171.68,6641939.84,-0.5860055677686901,59.89082870829404
OA16ESP00017A082,17,8204304,2301,636421.52,6641916.8,-0.5637070044474711,59.89021120181544
OA16ESP00017A082,17,8204404,2401,637670.76,6641894.4,-0.5414196510805803,59.889595867823175
OA16ESP00017A082,17,8204504,2501,638920.88,6641875.2,-0.5191153676169629,59.88900517975954
OA16ESP00017A082,17,8204604,2601,640170.36,6641852.8,-0.4968255580263082,59.88838223112409
OA16ESP00017A082,17,8204704,2701,641419.88,6641827.2,-0.4745381462009371,59.88772679673329
OA16ESP00017A082,17,8204804,2801,642669.64,6641806.72,-0.4522439093274315,59.887113443384585
OA16ESP00017A082,17,8204904,2901,643918.76,6641784.32,-0.4299633478971645,59.886479322245314
OA16ESP00017A082,17,8205004,3001,645168.4400000001,6641754.88,-0.4076786619257124,59.88577809146036
OA16ESP00017A082,17,8205104,3101,646418.68,6641743.36,-0.3853723875827762,59.8852336411714
OA16ESP00017A082,17,8205204,3201,647668.36,6641720.32,-0.3630851306414154,59.88458228580613
OA16ESP00017A082,17,8205304,3301,648917.88,6641694.08,-0.3408039988008288,59.88389851997383
OA16ESP00017A082,17,8205404,3401,650167.24,6641665.28,-0.3185285922884788,59.883188087506106
OA16ESP00017A082,17,8205504,3501,651417.2000000001,6641639.68,-0.2962412015303559,59.88250237655718
OA16ESP00017A082,17,8205604,3601,652666.76,6641618.560000001,-0.2739586797388142,59.88185323046898
OA16ESP00017A082,17,8205704,3701,653916.64,6641589.76,-0.2516771137270465,59.88113131931825
OA16ESP00017A082,17,8205804,3801,655166.3200000001,6641565.44,-0.2293968437476736,59.88044590110224
OA16ESP00017A082,17,8205904,3901,656415.76,6641539.84,-0.2071228451115832,59.87974533113517
OA16ESP00017A082,17,8206004,4001,657665.64,6641513.6000000015,-0.1848425281982963,59.87903509305204
OA16ESP00017A082,17,8206104,4101,658915.24,6641484.16,-0.1625707145756441,59.87829250137544
OA16ESP00017A082,17,8206204,4201,660164.24,6641457.28,-0.1403087357032633,59.87756934141987
OA16ESP00017A082,17,8206304,4301,661414.36,6641434.24,-0.1180248723307329,59.87687642504312
OA16ESP00017A082,17,8206404,4401,662664.0,6641411.2,-0.0957506113606162,59.87617993358517
OA16ESP00017A082,17,8206504,4501,663913.88,6641384.96,-0.0734756383066776,59.87545088971276
OA16ESP00017A082,17,8206604,4601,665157.12,6641253.12,-0.0514041089865605,59.87377377136644
OA16ESP00017A082,17,8206704,4701,666397.36,6641082.24,-0.0294196715360933,59.87174409362165
OA16ESP00017A082,17,8206804,4801,667641.56,6640963.84,-0.0073250842074059,59.87017975508247
OA16ESP00017A082,17,8206858,4855,668312.88,6640904.96,0.0045994036421347,59.86937903756417
,-999,-999,-999,,,,
OA16ESP00085A004,85,401676,1,671341.84,6583379.2,0.0120517576771209,59.35230104424911
OA16ESP00085A004,85,401776,101,671958.8,6584465.28,0.0237530904505864,59.3617896538893
OA16ESP00085A004,85,401876,201,672567.52,6585558.4,0.0353218726548527,59.37134365002725
OA16ESP00085A004,85,401976,301,673145.12,6586670.72,0.046365708472613,59.38107378435703
OA16ESP00085A004,85,402076,401,673796.24,6587738.24,0.0586722453982765,59.39037859627364
OA16ESP00085A004,85,402176,501,674476.72,6588787.2,0.0714867938138677,59.39950359068467
OA16ESP00085A004,85,402276,601,675152.88,6589838.08,0.0842338570407339,59.40864627119346
OA16ESP00085A004,85,402376,701,675824.72,6590892.8,0.0969149763445406,59.41782387494828
OA16ESP00085A004,85,402476,801,676502.24,6591943.04,0.1096992753581577,59.4269576242117
OA16ESP00085A004,85,402576,901,677170.4,6592999.04,0.122330506769725,59.43614564232759
OA16ESP00085A004,85,402676,1001,677843.36,6594052.48,0.1350510234725853,59.44530738494501
OA16ESP00085A004,85,402776,1101,678515.28,6595105.92,0.1477601496094883,59.4544682605317
OA16ESP00085A004,85,402876,1201,679184.96,6596161.28,0.1604383451740417,59.4636460001859
OA16ESP00085A004,85,402976,1301,679865.52,6597210.24,0.1733097937545923,59.47276039743686
OA16ESP00085A004,85,403076,1401,680535.6,6598264.96,0.186008372323414,59.48192960656056
OA16ESP00085A004,85,403176,1501,681205.68,6599320.32,0.1987144250770366,59.491103249595646
OA16ESP00085A004,85,403276,1601,681877.36,6600373.76,0.2114539976142723,59.50025767901833
OA16ESP00085A004,85,403376,1701,682542.4,6601432.96,0.2240883239535823,59.50946532820065
OA16ESP00085A004,85,403476,1801,683218.4,6602483.84,0.236915807152887,59.518592303257485
OA16ESP00085A004,85,403576,1901,683893.68,6603536.0,0.2497386672229956,59.52772974037984
OA16ESP00085A004,85,403676,2001,684567.6,6604588.8,0.262545061037132,59.53687218569156
OA16ESP00085A004,85,403776,2101,685241.6,6605641.6000000015,0.2753598519917667,59.54601327022525
OA16ESP00085A004,85,403876,2201,685915.36,6606695.04,0.2881779546742226,59.55515887191363
OA16ESP00085A004,85,403976,2301,686589.84,6607747.2,0.3010146516156659,59.564291349827805
OA16ESP00085A004,85,404076,2401,687264.88,6608798.72,0.3138676810811135,59.57341650834032
OA16ESP00085A004,85,404176,2501,687941.2000000001,6609850.24,0.3267503426417909,59.58253975717383
OA16ESP00085A004,85,404276,2601,688609.36,6610906.24,0.3394997431031581,59.59170550800085
OA16ESP00085A004,85,404376,2701,689284.48,6611958.4,0.3523757882678465,59.60083236933313
OA16ESP00085A004,85,404476,2801,689954.16,6613013.76,0.3651655029982191,59.60998905077849
OA16ESP00085A004,85,404576,2901,690631.6,6614065.28,0.3780960726514706,59.6191064459162
OA16ESP00085A004,85,404676,3001,691305.36,6615118.08,0.390969726005381,59.62823565147224
OA16ESP00085A004,85,404776,3101,691968.64,6616177.28,0.4036707023782827,59.63742570829794
OA16ESP00085A004,85,404876,3201,692648.16,6617226.88,0.416657491063184,59.64652090951884
OA16ESP00085A004,85,404976,3301,693317.36,6618282.88,0.4294744286314146,59.65567690103085
OA16ESP00085A004,85,405076,3401,693989.6,6619335.04,0.442348730561661,59.66479573098669
OA16ESP00085A004,85,405176,3501,694663.04,6620389.12,0.4552531129985556,59.67392987162008
OA16ESP00085A004,85,405276,3601,695337.4400000001,6621441.92,0.4681803978509166,59.68305074468911
OA16ESP00085A004,85,405376,3701,696008.64,6622497.28,0.4810604054432943,59.69219472051181
OA16ESP00085A004,85,405476,3801,696688.08,6623546.88,0.4940882387116415,59.70128183683987
OA16ESP00085A004,85,405576,3901,697359.84,6624600.32,0.5069905450838964,59.71040564400135
OA16ESP00085A004,85,405600,3925,697523.6,6624853.12,0.5101331463485889,59.71259372367215
,-999,-999,-999,,,,
OA16ESP00219B089,219,8901676,1,661107.76,6513877.76,-0.2185657502218898,58.7329212874712
OA16ESP00219B089,219,8901776,101,661598.2000000001,6515027.2,-0.2092786084454538,58.74304913993171
OA16ESP00219B089,219,8901876,201,662042.36,6516199.04,-0.200768693301439,58.7533945545164
OA16ESP00219B089,219,8901976,301,662500.36,6517367.04,-0.1920174542850388,58.763699700138126
OA16ESP00219B089,219,8902076,401,663060.24,6518483.2,-0.1815390265721594,58.77350072668396
OA16ESP00219B089,219,8902176,501,663650.64,6519585.28,-0.1705376527852413,58.78316297335382
OA16ESP00219B089,219,8902276,601,664240.0,6520688.0,-0.1595476121613679,58.79283035541274
OA16ESP00219B089,219,8902376,701,664835.12,6521786.24,-0.1484551392934975,58.80245435250869
OA16ESP00219B089,219,8902476,801,665430.36,6522885.76,-0.1373534453725325,58.81208876781803
OA16ESP00219B089,219,8902576,901,666024.68,6523985.28,-0.1262614482582825,58.82172251895488
OA16ESP00219B089,219,8902676,1001,666618.88,6525084.16,-0.1151657935278329,58.831349559213145
OA16ESP00219B089,219,8902776,1101,667206.64,6526187.520000001,-0.1041720077341593,58.841018265129954
OA16ESP00219B089,219,8902876,1201,667785.64,6527294.72,-0.0933207701798326,58.850723827424254
OA16ESP00219B089,219,8902976,1301,668394.12,6528387.2,-0.0819641305373182,58.860284853741135
OA16ESP00219B089,219,8903076,1401,668989.52,6529486.08,-0.0708228321771398,58.86990735704117
OA16ESP00219B089,219,8903176,1501,669580.0,6530586.88,-0.059759053245197,58.879547995610025
OA16ESP00219B089,219,8903276,1601,670176.56,6531685.76,-0.0485851798567461,58.889167995137946
OA16ESP00219B089,219,8903376,1701,670766.64,6532787.2,-0.0375153835776311,58.89881249886111
OA16ESP00219B089,219,8903476,1801,671360.72,6533887.36,-0.0263710031484349,58.90844291403168
OA16ESP00219B089,219,8903576,1901,671953.28,6534988.16,-0.0152462242287986,58.91807865187116
OA16ESP00219B089,219,8903676,2001,672533.52,6536094.08,-0.0043249047848473,58.92776423827832
OA16ESP00219B089,219,8903776,2101,673122.24,6537196.8,0.0067472252279607,58.9374167171135
OA16ESP00219B089,219,8903876,2201,673713.76,6538298.24,0.017873188998936,58.94705556921514
OA16ESP00219B089,219,8903976,2301,674305.4400000001,6539397.76,0.0290066860653608,58.95667611485392
OA16ESP00219B089,219,8904076,2401,674895.84,6540500.48,0.040126747217995,58.966324856640654
OA16ESP00219B089,219,8904176,2501,675489.28,6541600.0,0.0513033461226948,58.97594263417872
OA16ESP00219B089,219,8904276,2601,676080.0,6542702.72,0.062441527023595,58.98558919566716
OA16ESP00219B089,219,8904376,2701,676674.96,6543801.6000000015,0.073656609300335,58.99519854649127
OA16ESP00219B089,219,8904476,2801,677269.76,6544901.12,0.084875733888438,59.00481266470667
OA16ESP00219B089,219,8904576,2901,677865.6,6546000.6400000015,0.0961192591320189,59.01442531158007
OA16ESP00219B089,219,8904676,3001,678461.76,6547099.520000001,0.1073741645744466,59.02403104259426
OA16ESP00219B089,219,8904776,3101,679057.2000000001,6548197.76,0.1186223612330638,59.03363029106519
OA16ESP00219B089,219,8904876,3201,679646.96,6549299.84,0.1297811825027439,59.04326531778796
OA16ESP00219B089,219,8904976,3301,680243.28,6550398.08,0.1410573513109691,59.05286211442474
OA16ESP00219B089,219,8905076,3401,680834.16,6551498.88,0.1522472614460056,59.06248312183461
OA16ESP00219B089,219,8905176,3501,681427.04,6552599.04,0.1634777961404477,59.07209650664497
OA16ESP00219B089,219,8905276,3601,682019.6,6553699.2,0.1747090983644036,59.0817089872492
OA16ESP00219B089,219,8905376,3701,682613.2000000001,6554800.0,0.1859653995263157,59.0913257202568
OA16ESP00219B089,219,8905476,3801,683208.3200000001,6555898.24,0.1972524187254459,59.10091780051741
OA16ESP00219B089,219,8905576,3901,683804.64,6556997.76,0.2085677994184636,59.11051978950698
OA16ESP00219B089,219,8905676,4001,684395.84,6558098.560000001,0.2198013624811011,59.12013441604378
OA16ESP00219B089,219,8905776,4101,684996.24,6559195.520000001,0.2311985187935089,59.12970957440395
OA16ESP00219B089,219,8905876,4201,685594.88,6560293.76,0.2425724765534998,59.13929590652654
OA16ESP00219B089,219,8905976,4301,686186.48,6561395.2,0.2538327130437776,59.14891294424044
OA16ESP00219B089,219,8906076,4401,686784.4,6562492.8,0.2652063805661112,59.15849173193359
OA16ESP00219B089,219,8906176,4501,687381.36,6563591.68,0.2765708048042057,59.168081352912814
OA16ESP00219B089,219,8906276,4601,687976.72,6564691.2,0.2879142600233187,59.17767635526307
OA16ESP00219B089,219,8906376,4701,688577.76,6565786.88,0.2993600543743624,59.1872333485287
OA16ESP00219B089,219,8906476,4801,689168.08,6566887.68,0.3106294023686738,59.19683994094798
OA16ESP00219B089,219,8906576,4901,689763.76,6567987.2,0.3219977270604742,59.20643161460576
OA16ESP00219B089,219,8906676,5001,690355.76,6569088.0,0.333309264889881,59.21603534950413
OA16ESP00219B089,219,8906776,5101,690955.04,6570186.24,0.3447523058945168,59.22561180213918
OA16ESP00219B089,219,8906876,5201,691549.84,6571285.12,0.3561240099641802,59.23519493790851
OA16ESP00219B089,219,8906976,5301,692136.72,6572387.84,0.3673669576291045,59.24481502313069
OA16ESP00219B089,219,8907076,5401,692741.6,6573482.24,0.3789240006316565,59.25435129238157
OA16ESP00219B089,219,8907176,5501,693323.12,6574588.8,0.3900893875782149,59.26400613457605
OA16ESP00219B089,219,8907276,5601,693894.72,6575699.84,0.4010914296890009,59.2737046513563
OA16ESP00219B089,219,8907376,5701,694471.36,6576809.6000000015,0.4121869449324423,59.28338837733244
OA16ESP00219B089,219,8907476,5801,695051.6,6577916.8,0.4233496107352349,59.29304647842925
OA16ESP00219B089,219,8907576,5901,695631.6,6579025.28,0.4345156232651911,59.30271513604712
OA16ESP00219B089,219,8907676,6001,696211.2000000001,6580131.84,0.4456792868190355,59.31236573949205
OA16ESP00219B089,219,8907776,6101,696792.4,6581239.68,0.4568785740112404,59.32202604296577
OA16ESP00219B089,219,8907876,6201,697372.72,6582346.88,0.4680682641902139,59.33167998599808
OA16ESP00219B089,219,8907976,6301,697943.12,6583459.2,0.4790950004714132,59.34138343980463
OA16ESP00219B089,219,8908076,6401,698521.84,6584567.04,0.4902700093196662,59.351041819516574
OA16ESP00219B089,219,8908176,6501,699099.28,6585676.8,0.5014307388008122,59.36071698236443
OA16ESP00219B089,219,8908276,6601,699680.24,6586782.72,0.5126559918342045,59.37034730824387
OA16ESP00219B089,219,8908376,6701,700258.88,6587891.84,0.5238500620816757,59.3800141018398
OA16ESP00219B089,219,8908476,6801,700834.0,6589000.96,0.53498872447428,59.38968153907943
OA16ESP00219B089,219,8908576,6901,701405.84,6590113.92,0.546079752439903,59.3993839377522
OA16ESP00219B089,219,8908676,7001,701979.84,6591223.68,0.5572121599376564,59.40905560391303
OA16ESP00219B089,219,8908776,7101,702555.04,6592334.08,0.5683726950682023,59.41873140590249
OA16ESP00219B089,219,8908876,7201,703129.12,6593445.12,0.5795205767879351,59.42841245674269
OA16ESP00219B089,219,8908976,7301,703706.88,6594552.96,0.5907366083013573,59.43806202037767
OA16ESP00219B089,219,8909076,7401,704287.04,6595660.16,0.6020007304432099,59.447703644863736
OA16ESP00219B089,219,8909176,7501,704858.4,6596772.48,0.6131213152670228,59.45739439869121
OA16ESP00219B089,219,8909276,7601,705433.28,6597882.88,0.6243084824952277,59.46706520372558
OA16ESP00219B089,219,8909376,7701,706007.04,6598993.28,0.6354823883458235,59.47673552586846
OA16ESP00219B089,219,8909476,7801,706585.76,6600101.76,0.646748291470002,59.48638517100702
OA16ESP00219B089,219,8909576,7901,707161.4400000002,6601210.88,0.6579677405614205,59.49604100624139
OA16ESP00219B089,219,8909676,8001,707737.6,6602321.28,0.6692033818507713,59.50570703674671
OA16ESP00219B089,219,8909776,8101,708314.08,6603430.4,0.6804499170252922,59.515360397119856
OA16ESP00219B089,219,8909876,8201,708889.52,6604540.16,0.691685238064618,59.525018968496006
OA16ESP00219B089,219,8909976,8301,709469.28,6605647.36,0.7030007621529717,59.534651399522126
OA16ESP00219B089,219,8910076,8401,710044.48,6606757.76,0.7142455024270425,59.54431373784225
OA16ESP00219B089,219,8910176,8501,710620.72,6607866.88,0.7255138494626082,59.55396304108007
OA16ESP00219B089,219,8910276,8601,711195.04,6608977.28,0.7367560888153395,59.563623736736
OA16ESP00219B089,219,8910376,8701,711771.52,6610087.04,0.7480423602801618,59.57327656279582
OA16ESP00219B089,219,8910476,8801,712344.24,6611198.72,0.7592706643888629,59.58294745273988
OA16ESP00219B089,219,8910576,8901,712922.0,6612307.2,0.7705913473008537,59.59258606375011
OA16ESP00219B089,219,8910676,9001,713495.36,6613418.24,0.7818433862346674,59.60224880552603
OA16ESP00219B089,219,8910776,9101,714065.36,6614531.84,0.7930451385464994,59.61193516373114
OA16ESP00219B089,219,8910876,9201,714638.48,6615642.24,0.8043053551236279,59.6215902121278
OA16ESP00219B089,219,8910976,9301,715213.28,6616753.28,0.8156024874519967,59.631249084238526
OA16ESP00219B089,219,8911076,9401,715787.6,6617862.4,0.8268957323024995,59.64088995105001
OA16ESP00219B089,219,8911176,9501,716359.52,6618974.08,0.838155673070917,59.650553949147366
OA16ESP00219B089,219,8911276,9601,716932.0,6620085.76,0.8494320856084727,59.66021661158776
OA16ESP00219B089,219,8911376,9701,717503.52,6621197.44,0.8606980626170772,59.669878727848506
OA16ESP00219B089,219,8911476,9801,718078.88,6622307.84,0.8720373088208877,59.67952632115166
OA16ESP00219B089,219,8911576,9901,718651.84,6623418.24,0.883340622679051,59.68917411635937
OA16ESP00219B089,219,8911676,10001,719226.72,6624528.6400000015,0.8946845510005873,59.69881984881786
OA16ESP00219B089,219,8911765,10090,719738.0,6625516.8,0.9047796623561706,59.707402991911074
,-999,-999,-999,,,,
228A045_EXTRA_C,5002,4502830,1,534384.76,6528001.28,-2.405177219659453,58.88840355507783
228A045_EXTRA_C,5002,4502930,101,535633.12,6528048.6400000015,-2.38351243516498,58.8887273966328
228A045_EXTRA_C,5002,4503030,201,536880.48,6528101.76,-2.36186366724674,58.88909941830851
228A045_EXTRA_C,5002,4503130,301,538129.52,6528158.08,-2.34018476733929,58.88949640154291
228A045_EXTRA_C,5002,4503230,401,539377.12,6528224.0,-2.318528684511264,58.88997608917444
228A045_EXTRA_C,5002,4503330,501,540624.88,6528286.72,-2.296869837584912,58.89042339656608
228A045_EXTRA_C,5002,4503430,601,541872.36,6528348.8,-2.2752154384215717,58.89086135419967
228A045_EXTRA_C,5002,4503530,701,543119.36,6528419.2,-2.253567239117204,58.89137044507737
228A045_EXTRA_C,5002,4503630,801,544367.52,6528483.84,-2.231899455570999,58.89182406554519
228A045_EXTRA_C,5002,4503730,901,545614.64,6528556.8,-2.210247476151659,58.89234887607671
228A045_EXTRA_C,5002,4503830,1001,546863.24,6528618.88,-2.1885714839521238,58.8927721970289
228A045_EXTRA_C,5002,4503930,1101,548110.64,6528686.72,-2.166914571008753,58.89324374022711
228A045_EXTRA_C,5002,4504030,1201,549358.2,6528753.28,-2.1452546099947387,58.89370014172404
228A045_EXTRA_C,5002,4504130,1301,550607.52,6528807.04,-2.1235664852171388,58.89403776594559
228A045_EXTRA_C,5002,4504230,1401,551855.36,6528869.76,-2.101901565336856,58.89445238674519
228A045_EXTRA_C,5002,4504330,1501,553102.36,6528941.44,-2.080248600716739,58.89494393644123
228A045_EXTRA_C,5002,4504430,1601,554349.88,6529013.76,-2.058585880093231,58.89543753923177
228A045_EXTRA_C,5002,4504530,1701,555597.4400000001,6529084.16,-2.036922365543929,58.89591026487863
228A045_EXTRA_C,5002,4504630,1801,556845.88,6529148.8,-2.0152445005945907,58.89632752123151
228A045_EXTRA_C,5002,4504730,1901,558093.0,6529216.0,-1.9935883883376264,58.89676430678146
228A045_EXTRA_C,5002,4504830,2001,559341.24,6529274.88,-1.971914555308195,58.89712260110437
228A045_EXTRA_C,5002,4504930,2101,560588.36,6529344.6400000015,-1.9502567867078335,58.89757511251957
228A045_EXTRA_C,5002,4505030,2201,561835.52,6529410.560000001,-1.9285988672150456,58.89798950852136
228A045_EXTRA_C,5002,4505130,2301,563083.52,6529468.8,-1.906928074375288,58.89833119223709
228A045_EXTRA_C,5002,4505230,2401,564333.64,6529522.560000001,-1.8852214081146117,58.89862869910001
228A045_EXTRA_C,5002,4505330,2501,565581.76,6529578.24,-1.8635485507143768,58.898940105118776
228A045_EXTRA_C,5002,4505430,2601,566830.92,6529635.2,-1.8418569192140597,58.89925920825429
228A045_EXTRA_C,5002,4505530,2701,568078.88,6529703.04,-1.82018242708472,58.8996725504506
228A045_EXTRA_C,5002,4505630,2801,569324.76,6529774.08,-1.7985425588676962,58.90011132479261
228A045_EXTRA_C,5002,4505730,2901,570573.4400000001,6529831.68,-1.7768578690701318,58.900425342231856
228A045_EXTRA_C,5002,4505830,3001,571820.36,6529898.24,-1.755200481050425,58.9008164637732
228A045_EXTRA_C,5002,4505930,3101,573068.64,6529957.76,-1.7335213675744352,58.90114051579618
228A045_EXTRA_C,5002,4506030,3201,574316.56,6530016.0,-1.7118485731788136,58.90144950115927
228A045_EXTRA_C,5002,4506130,3301,575565.36,6530072.32,-1.6901608261857937,58.90173745904168
228A045_EXTRA_C,5002,4506230,3401,576814.0,6530129.28,-1.6684753260132918,58.9020275523984
228A045_EXTRA_C,5002,4506330,3501,578063.0,6530182.4,-1.6467846167831546,58.90227946549894
228A045_EXTRA_C,5002,4506430,3601,579310.76,6530241.28,-1.6251131078554195,58.90257968140739
228A045_EXTRA_C,5002,4506530,3701,580559.64,6530300.8,-1.6034216121632048,58.902881799446384
228A045_EXTRA_C,5002,4506630,3801,581807.88,6530357.12,-1.5817420757499872,58.90315166914512
228A045_EXTRA_C,5002,4506730,3901,583056.2000000001,6530414.72,-1.5600603915933535,58.90342937859982
228A045_EXTRA_C,5002,4506830,4001,584305.12,6530469.12,-1.5383692191207383,58.903674604129314
228A045_EXTRA_C,5002,4506930,4101,585554.0,6530517.76,-1.5166807077236923,58.90386448569398
228A045_EXTRA_C,5002,4507030,4201,586802.12,6530577.92,-1.4950007073749016,58.904154303886095
228A045_EXTRA_C,5002,4507130,4301,588050.12,6530644.48,-1.4733199515331683,58.90449796605009
228A045_EXTRA_C,5002,4507230,4401,589298.0,6530704.6400000015,-1.451643478360739,58.90478056009776
228A045_EXTRA_C,5002,4507330,4501,590546.24,6530769.28,-1.4299586416705132,58.90509966116596
228A045_EXTRA_C,5002,4507430,4601,591794.24,6530837.12,-1.4082763105265987,58.90544390202904
228A045_EXTRA_C,5002,4507530,4701,593041.76,6530905.6000000015,-1.386601671978335,58.90579035418576
228A045_EXTRA_C,5002,4507630,4801,594290.24,6530963.2,-1.3649146207291043,58.90603528975291
228A045_EXTRA_C,5002,4507730,4901,595538.48,6531022.08,-1.3432309415251569,58.906288130142464
228A045_EXTRA_C,5002,4507830,5001,596786.4400000001,6531084.16,-1.3215504761852706,58.906566121579495
228A045_EXTRA_C,5002,4507930,5101,598034.48,6531148.16,-1.299867494119351,58.90685769305693
228A045_EXTRA_C,5002,4508030,5201,599282.48,6531214.08,-1.2781840504291735,58.90716287092256
228A045_EXTRA_C,5002,4508130,5301,600531.24,6531264.0,-1.2564943420738257,58.907320607675366
228A045_EXTRA_C,5002,4508230,5401,601779.88,6531326.08,-1.234801018956463,58.90758388706072
228A045_EXTRA_C,5002,4508330,5501,603027.88,6531384.32,-1.2131203200767702,58.907809209318806
228A045_EXTRA_C,5002,4508430,5601,604276.0,6531443.2,-1.1914370270889996,58.908036610286445
228A045_EXTRA_C,5002,4508530,5701,605524.68,6531502.08,-1.1697438041954866,58.908260235834085
228A045_EXTRA_C,5002,4508630,5801,606773.12,6531557.76,-1.148056074703354,58.90845155654782
228A045_EXTRA_C,5002,4508730,5901,608021.64,6531617.28,-1.1263649240551152,58.90867368549308
228A045_EXTRA_C,5002,4508830,6001,609269.8,6531683.84,-1.1046763535855857,58.908955455108384
228A045_EXTRA_C,5002,4508930,6101,610517.88,6531749.12,-1.082989529218197,58.90922211630269
228A045_EXTRA_C,5002,4509030,6201,611766.24,6531809.92,-1.0612998412724723,58.90944485461852
228A045_EXTRA_C,5002,4509130,6301,613014.3200000001,6531872.0,-1.03961415755868,58.90967551505182
228A045_EXTRA_C,5002,4509230,6401,614261.88,6531942.4,-1.0179330058341136,58.90997734976702
228A045_EXTRA_C,5002,4509330,6501,615509.52,6532012.8,-0.996250165848104,58.910275525076266
228A045_EXTRA_C,5002,4509430,6601,616757.64,6532078.08,-0.974561393391934,58.91052397892845
228A045_EXTRA_C,5002,4509530,6701,618005.2000000001,6532149.12,-0.9528790459667978,58.91082064240528
228A045_EXTRA_C,5002,4509630,6801,619252.92,6532211.84,-0.9311980966695488,58.91103895229187
228A045_EXTRA_C,5002,4509730,6901,620501.24,6532270.08,-0.909508975098028,58.911213249722486
228A045_EXTRA_C,5002,4509830,7001,621748.92,6532337.92,-0.8878255603193791,58.91147024506778
228A045_EXTRA_C,5002,4509930,7101,622996.76,6532403.2,-0.8661405477142101,58.911700581417165
228A045_EXTRA_C,5002,4510030,7201,624245.36,6532464.0,-0.8444446502454718,58.91188685394384
228A045_EXTRA_C,5002,4510130,7301,625493.52,6532525.44,-0.8227558758996436,58.91207535634073
228A045_EXTRA_C,5002,4510230,7401,626742.0,6532588.8,-0.801060303830982,58.91227735472039
228A045_EXTRA_C,5002,4510330,7501,627989.76,6532655.36,-0.7793752122299688,58.91250464208289
228A045_EXTRA_C,5002,4510430,7601,629237.52,6532720.6400000015,-0.7576906674509931,58.91271680395189
228A045_EXTRA_C,5002,4510530,7701,630485.64,6532784.6400000015,-0.7360004511167539,58.91291373139789
228A045_EXTRA_C,5002,4510630,7801,631733.64,6532851.84,-0.714310260878646,58.91313577053492
228A045_EXTRA_C,5002,4510730,7901,632981.76,6532910.08,-0.6926231637625915,58.91327372985789
228A045_EXTRA_C,5002,4510830,8001,634230.68,6532967.04,-0.6709228794275409,58.91339631428443
228A045_EXTRA_C,5002,4510930,8101,635478.36,6533036.8,-0.6492362372137318,58.913630502838735
228A045_EXTRA_C,5002,4511030,8201,636725.76,6533107.2,-0.6275538568215334,58.91386688349408
228A045_EXTRA_C,5002,4511130,8301,637973.76,6533175.04,-0.6058624547563131,58.91407646244742
228A045_EXTRA_C,5002,4511230,8401,639220.88,6533249.28,-0.5841821377936738,58.91434011091057
228A045_EXTRA_C,5002,4511330,8501,640469.52,6533308.8,-0.5624845263657346,58.91446754778994
228A045_EXTRA_C,5002,4511430,8601,641717.24,6533374.08,-0.540799134545725,58.91464332686333
228A045_EXTRA_C,5002,4511530,8701,642965.56,6533438.72,-0.519103622616267,58.91480952491776
228A045_EXTRA_C,5002,4511630,8801,644213.36,6533504.0,-0.4974166038971292,58.91497799742746
228A045_EXTRA_C,5002,4511730,8901,645460.76,6533575.04,-0.475732638023727,58.915194644550375
228A045_EXTRA_C,5002,4511830,9001,646709.08,6533639.68,-0.4540367683884987,58.91534991858388
228A045_EXTRA_C,5002,4511930,9101,647956.64,6533701.12,-0.4323561180337699,58.91547310261576
228A045_EXTRA_C,5002,4512030,9201,649205.3200000001,6533763.84,-0.4106551268384468,58.91560374395721
228A045_EXTRA_C,5002,4512130,9301,650453.3200000001,6533825.92,-0.3889663013519393,58.9157252378476
228A045_EXTRA_C,5002,4512230,9401,651702.36,6533886.72,-0.3672602611254837,58.9158312412644
228A045_EXTRA_C,5002,4512330,9501,652951.12,6533947.520000001,-0.3455590474390163,58.9159336988607
228A045_EXTRA_C,5002,4512430,9601,654199.56,6534008.32,-0.3238633592587359,58.916032627435335
228A045_EXTRA_C,5002,4512530,9701,655447.24,6534072.32,-0.3021785934101614,58.916156895458855
228A045_EXTRA_C,5002,4512630,9801,656696.0,6534133.76,-0.2804768518502634,58.91625416596007
228A045_EXTRA_C,5002,4512730,9901,657942.76,6534209.92,-0.2587993133515998,58.91648057263964
228A045_EXTRA_C,5002,4512830,10001,659191.24,6534272.6400000015,-0.2371014010110654,58.916582143959104
228A045_EXTRA_C,5002,4512930,10101,660439.8,6534337.28,-0.2154006946511238,58.91669726498756
228A045_EXTRA_C,5002,4513030,10201,661688.12,6534401.28,-0.1937045809029619,58.916803091537616
228A045_EXTRA_C,5002,4513130,10301,662936.12,6534467.2,-0.1720125849382714,58.91692261896848
228A045_EXTRA_C,5002,4513230,10401,664184.24,6534529.92,-0.1503208341398328,58.91700975651487
228A045_EXTRA_C,5002,4513330,10501,665432.76,6534590.72,-0.1286235786970751,58.91707587773177
228A045_EXTRA_C,5002,4513430,10601,666680.8,6534659.2,-0.1069289120753693,58.91720742657663
228A045_EXTRA_C,5002,4513530,10701,667928.88,6534723.2,-0.0852368873918494,58.917295135856655
228A045_EXTRA_C,5002,4513630,10801,669177.64,6534789.12,-0.0635316116201308,58.91739615638529
